"","subsidary","shopid","yyyymm","n_customer","n_item","n_trx","quantile_Amt"
"2957","B",94,"201407",5,99,161,"2700-5500-14800-63549"
"2958","B",94,"201408",7,73,126,"2580-6700-19820-72176"
"2959","B",94,"201409",6,49,68,"2670-5012-19862-116335"
"2960","B",94,"201410",5,44,69,"2500-3900-14000-98380"
"2961","B",94,"201411",4,42,59,"2700-5520-59418-136486"
"2962","B",94,"201412",6,53,66,"2895-5570-14725-101760"
"2963","B",94,"201501",6,49,56,"2472-4050-7110-9950"
"2964","B",94,"201502",5,46,50,"3600-5675-11900-25012"
"2965","B",94,"201503",4,47,64,"2878-6250-13675-135727"
"2966","B",94,"201504",6,51,65,"2480-4500-14400-119185"
"2967","B",94,"201505",7,72,93,"2980-5950-13000-119922"
"2968","B",94,"201506",4,64,93,"2250-4580-10894-21518"
"2969","B",94,"201507",5,63,91,"2490-4050-9950-20800"
"2970","B",94,"201508",4,72,96,"2480-4245-7925-18750"
"2971","B",94,"201509",7,77,100,"2758-4450-11050-25150"
"2972","B",94,"201510",4,72,89,"2100-4900-8900-21198"
"2973","B",94,"201511",5,86,115,"2445-4000-8800-17200"
"2974","B",94,"201512",2,43,50,"2625-5250-10225-22090"
"2975","B",95,"201402",2,9,9,"1280-1990-7960-13420"
"2976","B",95,"201404",1,17,21,"1300-3300-6900-1e+05"
"2977","B",95,"201405",1,1,1,"5500-5500-5500-5500"
"2978","B",95,"201406",1,10,10,"3100-6395-9400-10790"
"2979","B",95,"201408",1,2,2,"10725-11450-12175-12610"
"2980","B",95,"201409",1,1,1,"60300-60300-60300-60300"
"2981","B",95,"201412",1,2,2,"4470-5960-7450-8344"
"2982","B",95,"201502",3,19,19,"1715-3400-4980-7068"
"2983","B",95,"201503",2,7,7,"1545-2700-5450-8400"
"2984","B",95,"201504",1,3,3,"925-1500-1740-1884"
"2985","B",95,"201505",2,6,7,"9480-22000-50750-77340"
"2986","B",95,"201506",1,3,3,"2750-4000-5000-5600"
"2987","B",95,"201507",1,5,5,"2280-2400-3300-4260"
"2988","B",95,"201508",1,2,2,"6325-6750-7175-7430"
"2989","B",95,"201509",2,3,3,"3890-4500-10250-13700"
"2990","B",95,"201510",1,18,18,"5752-8900-12850-24454"
"2991","B",95,"201511",1,5,5,"9900-11400-19800-22860"
"2992","B",95,"201512",1,12,12,"2210-3475-7150-7990"
"2993","B",96,"201403",1,15,15,"2815-4880-8520-16056"
"2994","B",96,"201405",2,15,15,"2660-3200-5440-9900"
"2995","B",96,"201406",1,8,8,"2848-3640-6000-8682"
"2996","B",96,"201407",1,3,3,"14000-15000-30900-40440"
"2997","B",96,"201408",2,10,12,"2880-4175-8250-13800"
"2998","B",96,"201409",1,14,15,"2965-3500-6450-8724"
"2999","B",96,"201411",1,12,12,"3245-3930-5302-6435"
"3000","B",96,"201507",1,2,2,"9825-12150-14475-15870"
"3001","B",96,"201508",2,13,13,"2100-7000-12900-12900"
"3002","B",96,"201512",1,4,4,"970-1725-10638-25375"
"3003","B",97,"201401",2,54,62,"2898-4000-6445-12800"
"3004","B",97,"201402",2,64,77,"2000-4400-8900-16300"
"3005","B",97,"201403",1,53,63,"2232-3900-6675-9980"
"3006","B",97,"201404",1,18,19,"2370-3360-6834-17560"
"3007","B",97,"201405",2,31,43,"2875-3600-7300-13868"
"3008","B",97,"201406",1,27,32,"4060-5830-10175-25320"
"3009","B",97,"201407",2,39,46,"2225-4740-8900-12900"
"3010","B",97,"201408",1,64,76,"2000-4500-6700-11940"
"3011","B",97,"201409",3,55,68,"2735-3990-8550-15350"
"3012","B",97,"201410",3,66,74,"2142-3500-6975-10040"
"3013","B",97,"201411",1,13,13,"2560-3950-6500-11674"
"3014","B",97,"201412",2,27,31,"2400-4200-6730-15900"
"3015","B",97,"201501",2,21,22,"3670-5775-8895-26741"
"3016","B",97,"201502",2,62,75,"1980-4680-7850-12605"
"3017","B",97,"201503",3,38,46,"2503-3900-9900-14450"
"3018","B",97,"201504",1,44,54,"2235-3580-6838-9970"
"3019","B",97,"201505",2,31,33,"2000-3480-5400-10872"
"3020","B",97,"201506",1,21,23,"3740-5420-7930-22280"
"3021","B",97,"201507",2,51,63,"2915-4250-6600-9900"
"3022","B",97,"201508",2,42,46,"3150-6025-10135-15850"
"3023","B",97,"201509",1,44,50,"2350-3980-8900-16755"
"3024","B",97,"201510",1,14,15,"3680-5000-7440-25200"
"3025","B",97,"201512",2,14,14,"4985-9950-13852-18405"
"3026","B",98,"201401",2,13,13,"2700-3450-6000-11238"
"3027","B",98,"201402",1,5,5,"1800-3360-5000-6200"
"3028","B",98,"201403",3,5,5,"3100-4950-5220-22488"
"3029","B",98,"201404",1,10,11,"3150-4000-8250-8900"
"3030","B",98,"201405",3,21,21,"4630-7920-9450-11800"
"3031","B",98,"201406",2,17,21,"2980-6000-7950-10000"
"3032","B",98,"201407",1,3,3,"5495-10000-13000-14800"
"3033","B",98,"201408",3,13,14,"2125-3265-9275-20110"
"3034","B",98,"201409",3,32,34,"2505-4190-9700-15290"
"3035","B",98,"201410",2,13,13,"3000-4700-9500-15160"
"3036","B",98,"201411",4,34,37,"1600-3640-6900-9970"
"3037","B",98,"201412",3,25,26,"2000-3615-6900-7540"
"3038","B",98,"201501",1,7,7,"3320-6000-13200-19020"
"3039","B",98,"201503",3,37,47,"2395-3900-6000-9132"
"3040","B",98,"201504",2,35,52,"2412-3980-6461-9950"
"3041","B",98,"201505",4,71,97,"2500-3900-6520-10000"
"3042","B",98,"201506",3,37,41,"2850-4800-6900-12000"
"3043","B",98,"201507",3,33,36,"2995-4900-7710-15153"
"3044","B",98,"201508",2,31,39,"3302-5800-8950-18420"
"3045","B",98,"201509",1,1,1,"46800-46800-46800-46800"
"3046","B",98,"201510",3,16,16,"1948-3150-5470-16650"
"3047","B",98,"201511",2,9,10,"1775-2950-6510-27390"
"3048","B",98,"201512",1,6,7,"3848-6000-11750-18060"
"3049","B",99,"201401",2,18,18,"1570-2691-3075-9824"
"3050","B",99,"201403",1,14,15,"3500-4380-4995-9216"
"3051","B",99,"201404",1,14,14,"2045-3650-4300-7090"
"3052","B",99,"201405",2,17,18,"3220-4380-9175-13840"
"3053","B",99,"201406",1,20,23,"2765-3538-5226-7200"
"3054","B",99,"201407",2,13,13,"2980-4950-5910-13180"
"3055","B",99,"201408",1,34,36,"2300-4850-9850-15750"
"3056","B",99,"201409",1,2,2,"14175-17450-20725-22690"
"3057","B",99,"201410",1,37,60,"2012-4580-6925-10000"
"3058","B",99,"201411",2,8,8,"1315-3325-7150-27400"
"3059","B",99,"201412",3,14,17,"2200-3680-10000-80700"
"3060","B",99,"201501",3,21,23,"3075-6500-14400-32380"
"3061","B",99,"201502",5,15,17,"9500-18000-77100-86220"
"3062","B",99,"201503",4,23,25,"1910-4200-7000-10500"
"3063","B",99,"201504",1,4,4,"5325-5750-7225-9430"
"3064","B",99,"201506",1,7,7,"5750-6900-7590-13340"
"3065","B",99,"201507",1,1,1,"86100-86100-86100-86100"
"3066","B",99,"201508",2,8,8,"3662-5500-26475-76260"
"3067","B",99,"201509",2,30,32,"1995-3480-5562-9373"
"3068","B",99,"201510",1,10,11,"2156-3950-5440-5900"
"3069","B",99,"201511",1,12,12,"1820-3875-4625-7340"
"3070","B",99,"201512",2,20,20,"1980-3350-4980-15100"
"3071","B",100,"201402",1,29,29,"1900-4380-7120-19240"
"3072","B",100,"201410",1,3,3,"2150-2800-2950-3040"
"3073","B",100,"201501",1,10,10,"2055-2825-4590-5020"
"3074","B",100,"201512",1,1,1,"70880-70880-70880-70880"
"3075","B",101,"201409",1,2,2,"13888-20925-27962-32185"
"3076","B",101,"201412",1,4,4,"3002-3546-8312-16165"
"3077","B",101,"201501",1,6,7,"2050-2720-4200-4592"
"3078","B",101,"201505",1,1,1,"27000-27000-27000-27000"
"3079","B",101,"201507",1,5,5,"3790-4900-5600-5780"
"3080","B",101,"201508",1,6,7,"2625-4900-7900-10440"
"3081","B",101,"201510",1,8,8,"2000-6090-7520-8960"
"3082","B",101,"201511",1,8,8,"3535-5750-7050-8220"
"3083","B",102,"201406",1,8,8,"4800-5720-9100-11170"
"3084","B",102,"201407",1,6,6,"2745-4985-8838-10000"
"3085","B",102,"201411",1,3,3,"2670-4740-13870-19348"
"3086","B",102,"201412",1,1,1,"4950-4950-4950-4950"
"3087","B",102,"201502",2,8,8,"5200-8025-13600-19690"
"3088","B",102,"201503",1,6,6,"3500-4225-4695-6280"
"3089","B",102,"201505",2,18,18,"3135-8200-9990-12900"
"3090","B",102,"201506",1,1,1,"1140-1140-1140-1140"
"3091","B",102,"201507",1,4,4,"812-2410-5348-8079"
"3092","B",102,"201509",1,22,23,"3620-9800-12450-15800"
"3093","B",102,"201511",1,1,1,"19800-19800-19800-19800"
"3094","B",103,"201512",5,52,60,"3075-4850-10350-19810"
"3095","B",104,"201502",2,20,21,"1780-2980-7402-7900"
"3096","B",104,"201503",2,21,21,"2000-3980-10000-16000"
"3097","B",104,"201504",2,7,7,"5590-6320-6380-7960"
"3098","B",104,"201505",2,33,35,"2250-4900-7150-12960"
"3099","B",104,"201506",3,15,16,"1438-2600-5018-7700"
"3100","B",104,"201507",1,2,2,"14062-28075-42088-50495"
"3101","B",104,"201508",3,17,18,"2515-3790-5294-12893"
"3102","B",104,"201509",1,7,7,"1720-4000-5100-14680"
"3103","B",104,"201510",2,19,20,"2882-5390-6870-8372"
"3104","B",104,"201511",1,14,14,"1855-2235-4965-6414"
"3105","B",104,"201512",1,1,1,"15400-15400-15400-15400"
"3106","B",105,"201412",2,4,4,"1330-2775-4922-6313"
"3107","B",105,"201501",1,6,6,"1320-6190-15095-18300"
"3108","B",105,"201502",3,17,17,"2800-4000-9980-24160"
"3109","B",105,"201503",1,7,8,"4388-4900-5988-7255"
"3110","B",105,"201505",2,11,11,"4740-7000-16800-38000"
"3111","B",105,"201506",1,1,1,"9900-9900-9900-9900"
"3112","B",105,"201507",1,1,1,"10000-10000-10000-10000"
"3113","B",105,"201509",2,20,20,"2712-4440-10280-16476"
"3114","B",106,"201401",1,1,1,"5500-5500-5500-5500"
"3115","B",106,"201402",3,4,4,"6350-7000-10575-16110"
"3116","B",106,"201403",1,2,2,"6600-7700-8800-9460"
"3117","B",106,"201404",2,2,2,"74150-75400-76650-77400"
"3118","B",106,"201406",4,8,9,"6500-6900-7000-41120"
"3119","B",106,"201408",2,4,5,"5900-10000-10000-21400"
"3120","B",106,"201409",1,3,3,"4050-4200-17000-24680"
"3121","B",106,"201410",1,1,1,"1700-1700-1700-1700"
"3122","B",106,"201411",3,3,3,"12650-19800-71400-102360"
"3123","B",106,"201412",4,8,11,"10450-12800-17750-24700"
"3124","B",106,"201501",1,1,1,"25800-25800-25800-25800"
"3125","B",106,"201502",1,2,2,"6125-6750-7375-7750"
"3126","B",106,"201504",1,1,1,"9900-9900-9900-9900"
"3127","B",106,"201505",4,5,5,"6000-6500-13400-36320"
"3128","B",106,"201507",3,3,3,"10550-12900-16350-18420"
"3129","B",106,"201508",1,1,1,"54300-54300-54300-54300"
"3130","B",106,"201510",1,3,3,"20800-24800-55300-73600"
"3131","B",106,"201511",2,4,4,"7000-10700-17400-23700"
"3132","B",106,"201512",2,4,4,"6870-10700-16375-22630"
"3133","B",107,"201408",5,54,64,"2522-5450-9675-19430"
"3134","B",107,"201409",7,148,234,"2070-3900-8375-18942"
"3135","B",107,"201410",6,104,184,"1700-3810-6700-15280"
"3136","B",107,"201411",7,110,177,"1700-3900-8400-13260"
"3137","B",107,"201412",9,116,193,"1746-3450-6300-14880"
"3138","B",107,"201501",8,167,235,"2000-3800-6900-12804"
"3139","B",107,"201502",7,126,188,"2190-3775-7825-15830"
"3140","B",107,"201503",14,174,271,"2000-3900-8250-17020"
"3141","B",107,"201504",11,179,291,"2100-4080-7940-17800"
"3142","B",107,"201505",10,132,221,"2100-3900-6900-14000"
"3143","B",107,"201506",8,114,146,"2025-3990-9379-19494"
"3144","B",107,"201507",10,71,96,"1201-3550-7525-16850"
"3145","B",107,"201508",10,90,116,"2095-3700-6970-13800"
"3146","B",107,"201509",11,82,109,"2300-3900-7826-15160"
"3147","B",107,"201510",8,74,110,"1741-2960-5980-9910"
"3148","B",107,"201511",6,63,83,"2300-3900-6500-12680"
"3149","B",107,"201512",6,86,120,"1955-3665-6900-11688"
"3150","B",108,"201412",3,11,15,"1000-1910-7600-75400"
"3151","B",108,"201501",4,28,35,"1910-3600-7850-16640"
"3152","B",108,"201502",2,35,38,"2210-4600-6900-16600"
"3153","B",108,"201503",4,14,16,"4845-6545-9125-12300"
"3154","B",108,"201504",2,16,17,"1000-1000-2000-4776"
"3155","B",108,"201505",6,36,43,"1450-2700-6250-14900"
"3156","B",108,"201506",3,22,23,"1495-2950-5405-8604"
"3157","B",108,"201507",2,19,20,"1535-2450-3700-6630"
"3158","B",108,"201508",2,7,7,"3350-4380-6840-9868"
"3159","B",108,"201509",1,4,4,"2035-2770-4688-7095"
"3160","B",108,"201510",3,11,11,"1976-2960-6550-9800"
"3161","B",108,"201511",1,4,4,"2410-3400-4862-6595"
"3162","B",109,"201401",3,16,17,"5000-7500-19000-35120"
"3163","B",109,"201402",1,6,6,"2045-2590-15690-21960"
"3164","B",109,"201403",3,40,42,"4612-6880-11505-22290"
"3165","B",109,"201404",1,13,13,"7400-12000-19800-33600"
"3166","B",109,"201405",6,18,18,"1985-2940-6100-8667"
"3167","B",109,"201406",2,39,40,"1848-2570-5928-9910"
"3168","B",109,"201407",3,19,20,"1150-3325-6500-9728"
"3169","B",109,"201408",4,34,36,"4225-6520-11230-22000"
"3170","B",109,"201409",3,17,17,"1200-1980-3000-44660"
"3171","B",109,"201410",3,10,11,"3900-7980-17950-22000"
"3172","B",109,"201411",4,42,48,"2895-3820-8005-17140"
"3173","B",109,"201412",2,8,8,"3340-11300-39175-90640"
"3174","B",109,"201501",1,6,6,"3310-3895-4675-5450"
"3175","B",109,"201502",2,24,24,"3075-4325-7200-12670"
"3176","B",109,"201503",3,17,17,"1650-2000-13800-44840"
"3177","B",109,"201504",2,16,16,"1180-2090-3525-5890"
"3178","B",109,"201505",2,32,33,"5000-8740-11600-29680"
"3179","B",109,"201506",1,2,2,"2947-3494-4040-4368"
"3180","B",109,"201507",3,28,32,"1475-3640-6000-8057"
"3181","B",109,"201508",2,16,17,"2000-3880-5000-8778"
"3182","B",109,"201509",4,15,19,"2725-7980-12980-35688"
"3183","B",109,"201510",3,12,15,"1900-4860-7700-16688"
"3184","B",109,"201511",3,20,21,"3280-4180-7900-12580"
"3185","B",109,"201512",4,25,28,"3168-4440-9925-16500"
"3186","B",110,"201401",1,24,37,"1980-4960-11400-18440"
"3187","B",110,"201402",2,33,49,"2000-5000-7740-14950"
"3188","B",110,"201403",3,67,95,"2530-5400-9800-13160"
"3189","B",110,"201404",2,45,85,"2400-4750-8400-12000"
"3190","B",110,"201405",4,51,78,"2760-5950-10000-31820"
"3191","B",110,"201406",5,55,114,"3300-7264-25160-625000"
"3192","B",110,"201407",5,54,93,"2500-3600-8060-17810"
"3193","B",110,"201408",7,76,106,"2500-4730-9600-18709"
"3194","B",110,"201409",4,47,77,"2550-3980-7740-10720"
"3195","B",110,"201410",4,55,87,"3590-6500-9940-18160"
"3196","B",110,"201411",5,47,67,"2000-4000-7740-15000"
"3197","B",110,"201412",1,42,57,"2900-6980-9900-21891"
"3198","B",110,"201501",4,63,95,"2040-4500-8718-21000"
"3199","B",110,"201502",3,39,56,"2225-3275-7800-12600"
"3200","B",110,"201503",4,51,66,"2020-3600-8335-11900"
"3201","B",110,"201504",4,61,80,"1995-3600-6920-14370"
"3202","B",110,"201505",9,64,86,"2978-5950-10000-17200"
"3203","B",110,"201506",3,46,66,"2648-6000-11975-52000"
"3204","B",110,"201507",5,71,92,"2000-3600-7969-15800"
"3205","B",110,"201508",5,60,78,"3095-5785-7972-16234"
"3206","B",110,"201509",3,41,68,"3600-6475-11802-31660"
"3207","B",110,"201510",2,32,41,"3720-4480-6800-11400"
"3208","B",110,"201511",2,29,35,"2930-4300-6715-14344"
"3209","B",110,"201512",3,62,67,"2000-5500-9950-19298"
"3210","B",111,"201402",3,11,11,"2330-3500-4320-13800"
"3211","B",111,"201403",2,4,4,"3975-5150-33800-84920"
"3212","B",111,"201404",1,20,32,"4360-7400-10000-12945"
"3213","B",111,"201405",3,18,22,"4762-7750-8975-14585"
"3214","B",111,"201406",1,12,12,"1400-2550-8450-11270"
"3215","B",111,"201407",4,29,31,"2800-5200-12850-24800"
"3216","B",111,"201408",2,9,11,"2850-3820-8590-29800"
"3217","B",111,"201409",2,9,9,"17350-21900-54000-92208"
"3218","B",111,"201410",3,36,37,"2000-3800-7740-14830"
"3219","B",111,"201411",1,42,59,"1980-4700-9295-13642"
"3220","B",111,"201412",2,52,67,"2490-6000-10300-23776"
"3221","B",111,"201501",2,65,93,"2090-3990-6600-15000"
"3222","B",111,"201502",4,76,94,"2125-4250-7900-14880"
"3223","B",111,"201503",3,43,60,"1995-4035-10890-22410"
"3224","B",111,"201504",1,44,64,"2132-4990-10625-15000"
"3225","B",111,"201505",4,67,89,"1950-3850-8200-15300"
"3226","B",111,"201506",2,51,69,"2400-5000-10000-19980"
"3227","B",111,"201507",1,69,140,"2230-3875-6448-13880"
"3228","B",111,"201508",3,66,129,"1980-3360-6500-15360"
"3229","B",111,"201509",5,67,113,"2480-3980-8160-20560"
"3230","B",111,"201510",3,43,69,"2990-5290-9300-14992"
"3231","B",111,"201511",4,59,106,"2540-3980-8800-15800"
"3232","B",111,"201512",2,26,27,"7065-10960-18775-22120"
"3233","B",112,"201402",1,30,30,"3425-6650-11650-24940"
"3234","B",112,"201403",1,1,1,"58800-58800-58800-58800"
"3235","B",112,"201404",2,8,8,"5038-8250-23118-43039"
"3236","B",112,"201405",2,4,4,"5030-6170-10575-17910"
"3237","B",112,"201407",1,25,31,"3050-4980-7050-8690"
"3238","B",112,"201408",1,28,29,"7960-11900-19800-24560"
"3239","B",112,"201409",3,49,57,"3250-6000-11190-18940"
"3240","B",112,"201412",1,26,26,"2912-6100-7945-9445"
"3241","B",112,"201501",1,8,9,"2400-5900-12420-15928"
"3242","B",112,"201502",4,46,50,"3012-7770-12450-19846"
"3243","B",112,"201503",3,8,8,"4610-5500-9985-10540"
"3244","B",112,"201504",2,15,16,"2675-3900-5750-9175"
"3245","B",112,"201505",2,23,23,"3325-5500-11350-18818"
"3246","B",112,"201507",3,51,53,"4980-7900-12800-20640"
"3247","B",112,"201509",2,39,42,"2978-7700-14130-25000"
"3248","B",112,"201512",2,25,25,"3980-9800-15000-23650"
"3249","B",113,"201401",5,64,93,"2700-5000-10000-24700"
"3250","B",113,"201402",1,24,26,"1602-3340-7262-9500"
"3251","B",113,"201403",2,28,40,"1725-4700-10850-61000"
"3252","B",113,"201404",2,70,96,"3288-6150-11590-20000"
"3253","B",113,"201405",2,40,49,"2000-3500-6400-25000"
"3254","B",113,"201406",3,61,92,"1995-3750-6000-17890"
"3255","B",113,"201407",2,34,43,"2600-5800-14400-25000"
"3256","B",113,"201408",3,48,67,"2055-3480-9750-19540"
"3257","B",113,"201409",3,45,57,"3000-5000-9900-39628"
"3258","B",113,"201410",4,47,54,"1510-3990-6975-17500"
"3259","B",113,"201411",2,46,59,"2125-3220-5900-11800"
"3260","B",113,"201412",1,56,80,"2000-3775-6510-12180"
"3261","B",113,"201501",4,79,101,"1750-3840-6970-19000"
"3262","B",113,"201502",4,41,48,"2400-4825-9285-22900"
"3263","B",113,"201503",4,37,47,"1050-2240-3950-8932"
"3264","B",113,"201504",1,34,49,"1750-3200-7000-20070"
"3265","B",113,"201505",5,64,86,"1765-2950-5795-9890"
"3266","B",113,"201506",1,46,58,"1905-3440-9960-13380"
"3267","B",113,"201507",1,63,89,"2400-4500-8500-14340"
"3268","B",113,"201508",6,108,150,"1980-3980-7510-13658"
"3269","B",113,"201509",4,55,69,"2000-5120-13340-35800"
"3270","B",113,"201510",4,91,118,"2000-4495-9575-15870"
"3271","B",113,"201511",1,40,51,"2990-5000-10000-20000"
"3272","B",113,"201512",2,36,38,"2085-4130-8592-29006"
"3273","B",114,"201401",2,15,15,"1890-3650-7675-13300"
"3274","B",114,"201402",2,4,4,"17000-20450-24625-29530"
"3275","B",114,"201403",1,1,1,"20000-20000-20000-20000"
"3276","B",114,"201404",2,3,3,"7800-9500-17050-21580"
"3277","B",114,"201405",6,39,39,"3415-6900-15715-20280"
"3278","B",114,"201406",1,2,2,"4625-6250-7875-8850"
"3279","B",114,"201407",3,23,24,"3338-7775-12125-14980"
"3280","B",114,"201409",2,9,9,"1000-2800-3900-11680"
"3281","B",114,"201410",1,1,1,"23800-23800-23800-23800"
"3282","B",114,"201502",2,19,19,"1740-3900-15275-28800"
"3283","B",114,"201503",3,31,31,"2880-5000-7320-10800"
"3284","B",114,"201504",2,38,42,"3520-4901-7535-12788"
"3285","B",114,"201505",2,8,8,"642-4000-7270-11410"
"3286","B",114,"201507",2,29,30,"3112-5475-9900-17730"
"3287","B",114,"201508",1,8,8,"6900-7550-21075-61680"
"3288","B",114,"201509",2,4,4,"19000-31000-38750-40100"
"3289","B",114,"201510",1,1,1,"12000-12000-12000-12000"
"3290","B",114,"201511",2,11,11,"3990-4900-15700-26300"
"3291","B",114,"201512",3,33,34,"1975-4615-10440-26130"
"3292","B",115,"201401",5,30,32,"2988-6100-13150-21168"
"3293","B",115,"201402",2,5,5,"4200-7300-9800-9896"
"3294","B",115,"201403",5,32,38,"2550-4850-10740-23160"
"3295","B",115,"201405",6,52,62,"2035-3835-8625-15600"
"3296","B",115,"201406",2,21,28,"2858-5000-6370-10440"
"3297","B",115,"201407",4,46,54,"2425-4550-7338-17350"
"3298","B",115,"201408",6,42,49,"3450-4600-8720-17960"
"3299","B",115,"201409",3,38,38,"2800-6224-15942-33331"
"3300","B",115,"201410",3,20,23,"2910-6800-10850-17680"
"3301","B",115,"201411",3,26,27,"3770-6000-9900-13160"
"3302","B",115,"201412",4,19,23,"2050-5700-6900-16140"
"3303","B",115,"201501",6,58,67,"2775-4800-8600-15560"
"3304","B",115,"201502",7,33,35,"2129-4800-8700-33360"
"3305","B",115,"201503",4,16,19,"2050-3000-7200-42800"
"3306","B",115,"201504",2,23,24,"2988-3730-9210-12990"
"3307","B",115,"201505",3,44,54,"2565-4400-7265-14500"
"3308","B",115,"201506",3,13,16,"1570-2780-6305-12250"
"3309","B",115,"201507",3,36,37,"3500-9300-12790-24314"
"3310","B",115,"201508",5,50,60,"1875-4450-10200-15462"
"3311","B",115,"201509",4,10,11,"1610-3820-5290-10900"
"3312","B",115,"201510",3,15,16,"1142-1940-4150-5100"
"3313","B",115,"201511",3,9,9,"1540-3150-10560-20380"
"3314","B",115,"201512",4,21,26,"1722-6240-9700-12800"
"3315","B",116,"201401",2,2,2,"65738-101575-137412-158915"
"3316","B",116,"201402",2,5,5,"7200-13500-19200-22680"
"3317","B",116,"201403",4,9,12,"1920-5500-8600-11900"
"3318","B",116,"201405",3,26,33,"4500-5800-7900-15120"
"3319","B",116,"201406",3,29,33,"3400-5000-10800-16440"
"3320","B",116,"201407",3,18,18,"2472-4175-6988-17730"
"3321","B",116,"201408",1,7,7,"4990-13800-15650-19260"
"3322","B",116,"201409",3,8,10,"1852-4490-11950-48480"
"3323","B",116,"201410",2,22,22,"2250-4250-6375-9700"
"3324","B",116,"201411",3,21,23,"2240-4780-6750-8220"
"3325","B",116,"201412",1,3,3,"1840-2180-3215-3836"
"3326","B",116,"201501",3,17,20,"2842-3940-6045-7906"
"3327","B",116,"201502",4,14,14,"3812-8150-9950-21160"
"3328","B",116,"201503",2,9,9,"1980-2980-3600-4260"
"3329","B",116,"201504",2,8,8,"3000-4995-7650-15750"
"3330","B",116,"201505",1,4,4,"11872-17300-21950-26180"
"3331","B",116,"201506",3,28,32,"2672-5990-12803-20748"
"3332","B",116,"201507",6,65,79,"2630-4980-10000-19080"
"3333","B",116,"201508",3,39,53,"2600-3600-6000-14000"
"3334","B",116,"201509",2,17,24,"2750-6900-10000-18500"
"3335","B",116,"201510",5,40,47,"2980-4200-8110-15600"
"3336","B",116,"201511",5,57,63,"1890-4280-6975-20160"
"3337","B",116,"201512",3,42,43,"2395-4500-7450-11700"
"3338","B",117,"201401",4,25,25,"5580-10000-18850-28270"
"3339","B",117,"201402",3,32,33,"3300-6300-12800-21480"
"3340","B",117,"201403",2,15,20,"4228-8850-12712-15655"
"3341","B",117,"201404",2,48,59,"1450-3000-5710-12120"
"3342","B",117,"201405",3,22,24,"3070-4515-12960-17462"
"3343","B",117,"201406",4,50,57,"2900-4750-9800-20102"
"3344","B",117,"201407",3,27,27,"3310-4600-12950-18724"
"3345","B",117,"201408",2,20,26,"4488-10350-18262-21225"
"3346","B",117,"201409",5,50,59,"2975-4630-9900-18040"
"3347","B",117,"201410",2,21,22,"4088-5050-14080-22275"
"3348","B",117,"201411",1,11,11,"7425-19060-24525-29280"
"3349","B",117,"201412",3,40,40,"2885-5075-7862-16605"
"3350","B",117,"201501",2,24,24,"3170-5196-20350-28416"
"3351","B",117,"201502",2,18,19,"3930-9900-16250-24400"
"3352","B",117,"201503",3,41,42,"2978-4815-9750-21690"
"3353","B",117,"201504",1,10,10,"5465-14360-20652-22905"
"3354","B",117,"201505",7,83,96,"2318-4605-9925-18275"
"3355","B",117,"201506",3,54,62,"3170-5250-9900-15405"
"3356","B",117,"201507",4,48,55,"4100-8000-13500-20888"
"3357","B",117,"201508",4,35,36,"2375-4730-11225-16000"
"3358","B",117,"201509",7,39,43,"3865-9000-15610-23136"
"3359","B",117,"201510",2,65,79,"3450-5500-10160-27056"
"3360","B",117,"201511",2,19,19,"4450-5950-11460-21080"
"3361","B",117,"201512",3,15,16,"3910-7230-13200-24800"
"3362","B",118,"201401",4,38,41,"3340-5860-10000-41300"
"3363","B",118,"201402",2,26,26,"1850-3000-6375-13910"
"3364","B",118,"201403",2,12,12,"2975-4860-11000-28400"
"3365","B",118,"201406",1,10,10,"3000-7550-11645-21780"
"3366","B",118,"201407",1,2,2,"7468-9945-12422-13909"
"3367","B",118,"201408",1,2,2,"2000-2000-2000-2000"
"3368","B",118,"201409",1,4,4,"5430-6970-9550-12340"
"3369","B",118,"201410",3,18,18,"2338-5345-9775-12910"
"3370","B",118,"201411",1,9,9,"1700-3480-4000-22320"
"3371","B",118,"201412",1,4,4,"6912-12025-16125-18150"
"3372","B",118,"201501",3,28,32,"1975-3240-6150-13710"
"3373","B",118,"201502",4,29,31,"4320-7100-20000-79000"
"3374","B",118,"201503",2,31,35,"1945-3200-6600-10140"
"3375","B",118,"201504",1,5,5,"1500-2000-5160-8844"
"3376","B",118,"201505",3,30,31,"2595-4900-9480-23200"
"3377","B",118,"201506",2,13,13,"1880-2400-8000-10500"
"3378","B",118,"201507",2,14,14,"1925-2805-4712-8274"
"3379","B",118,"201508",1,13,13,"2000-3450-6480-6980"
"3380","B",118,"201509",1,1,1,"17000-17000-17000-17000"
"3381","B",118,"201510",1,25,25,"1740-2400-4030-5780"
"3382","B",118,"201511",2,7,7,"4725-5260-5655-6746"
"3383","B",118,"201512",2,10,11,"2440-4380-8500-9500"
"3384","B",119,"201401",4,66,87,"2875-5280-9200-19880"
"3385","B",119,"201402",4,85,118,"2405-4250-10600-20336"
"3386","B",119,"201403",3,77,94,"2522-4725-8746-15320"
"3387","B",119,"201404",6,58,83,"2300-4860-8450-15220"
"3388","B",119,"201405",3,80,103,"2010-3280-6614-10356"
"3389","B",119,"201406",5,62,77,"2590-5000-8190-11752"
"3390","B",119,"201407",2,60,73,"3600-5280-8880-11240"
"3391","B",119,"201408",2,70,81,"2626-4080-9850-15980"
"3392","B",119,"201409",3,68,85,"2990-5970-11900-20440"
